id,ServiceName,APIServiceName,Vendor,Exception,LastUpdateTimestamp,Status,ErrorDescription,logGroupName,DataScanned,cost,ErrorCount,ConsecutiveFailureCount,Escalation1Email,ThresholdTime1,Escalation2Email,ThresholdTime2,Escalation3Email,ThresholdTime3,Escalation4Email,ThresholdTime4,EscalationLevel,EscalationCount,DesiredCount,error_code,priority,LastEscalationDatetime,success_failure_updated_time
6854656,Personal_Loan,FIND GSTIN,,,16-09-2025 10:32,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,1,17,5,,non-critical,16-09-2025 10:33,
6854657,Personal_Loan,PAN ENQUIRY,,,16-09-2025 10:32,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,1,17,5,,non-critical,16-09-2025 10:33,
6854658,Personal_Loan,D2KAPI,,,16-09-2025 10:32,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,1,17,5,,non-critical,16-09-2025 10:33,
6854659,Personal_Loan,PAN_NSDL,,,16-09-2025 10:32,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,1,17,5,,non-critical,16-09-2025 10:33,
6854700,STBL,FIND GSTIN,,,16-04-2026 13:50,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 10:34,
6854701,STBL,PAN ENQUIRY,,,16-04-2026 13:51,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 10:34,15-04-2026 19:31
6854702,STBL,D2KAPI,,,16-04-2026 13:51,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 10:34,14-04-2026 12:21
6854703,STBL,PAN_NSDL,,,16-04-2026 08:32,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 10:34,02-04-2026 11:33
6855100,STBL,CIBIL CONSUMER,,,16-04-2026 13:51,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 10:43,
6855150,STBL,SCORECARD_DECILE,,,16-04-2026 12:09,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 10:44,
6855607,STBL,UDYAM_REQ_ID,,,16-04-2026 12:10,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 10:54,
6856233,STBL,EQUIFAX,,,16-04-2026 13:24,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:09,05-04-2026 01:37
6856234,STBL,HUNTER,,,16-04-2026 13:24,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:09,
6856282,STBL,EKYC,,,16-04-2026 13:32,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:10,
6856283,STBL,aadhaarValidation,,,16-04-2026 13:33,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:10,
6856284,STBL,AADHAAR VAULT API,,,16-04-2026 13:33,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:10,
6856285,STBL,IDFY Request API,,,16-04-2026 13:33,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:10,12-11-2025 12:27
6856286,STBL,IDFY Status API,,,16-04-2026 13:33,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:10,
6856287,STBL,DEMO AUTH,,,16-04-2026 13:33,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 11:10,
6861247,STBL,NESL Status API STBL,,,16-04-2026 13:14,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 13:01,
6861248,STBL,DIGITAL SIGNATURE,,,16-04-2026 13:26,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 13:01,24-10-2025 11:50
6861413,STBL,NESL_LEDGER_API,,,16-04-2026 13:26,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 13:04,01-12-2025 17:38
6867715,STBL,SHOP_LIC_REQ_ID,,,11-04-2026 11:28,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 15:28,
6867868,STBL,CIBIL COMMERCIAL,,,16-04-2026 13:04,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 15:31,
6871226,STBL,ETB CIF,,,16-04-2026 13:49,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 16:47,20-11-2025 14:36
6879168,STBL,LOAN ACCOUNT OPENING,,,16-04-2026 13:27,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 19:57,
6879169,STBL,DISBURSEMENT,,,16-04-2026 13:27,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 19:57,
6879170,STBL,IWORKS CREATEWORKITEM,,,16-04-2026 13:27,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 19:57,
6879171,STBL,IWORKS ADDDOCUMENTS,,,16-04-2026 13:28,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 19:57,
6881253,STBL,UDYAM_INFO,,,16-04-2026 12:10,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,16-09-2025 20:49,
7295778,STBL,Name Match,,,16-04-2026 13:22,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,25-09-2025 10:55,25-11-2025 18:15
9143706,Credit_Card,JIO BP CUSTOMER ENROLMENT,,,15-04-2026 19:00,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,04-11-2025 18:14,
9253050,Personal_Loan,CIBIL,,,16-04-2026 13:53,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,07-11-2025 04:38,16-04-2026 10:34
10451585,STBL,NMC_REQ_ID,,,01-12-2025 16:50,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,01-12-2025 16:50,
10901811,STBL,STBL_IFSC_CODE_VALIDATION,,,31-03-2026 15:44,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,10-12-2025 18:13,
10901812,STBL,PENNY DROP,,,17-01-2026 17:07,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,20,,non-critical,10-12-2025 18:13,
